,info,title,advantage,drawback,opinion,promotion,welfaresalary,worklifebalance,culture,executives,total,date,region,workingstatus,department
0,서비스/고객지원 | 전직원 | 서울 | 2019/8/27,직원들의 편의성을 제공하며 나름의 젊은 분위기의 직장 하지만 직무상 고객접점은 타 직종과 큰 차이점은 없음,자기시간을 자유롭게 사용가능 직원들간의 분위기는 좋은 편 다양한 문화행사 지원이 있음,고객접점 특성상 전화에 대한 스트레스 집중적으로 근무를 해야할 시간에 숨쉴틈이 없음,좀더 직원들을 지켜줄수 있는 회사가 되었으면 좋겠다고 생각합니다,3.0,3.0,4.0,4.0,3.0,3.4,2019-08-27 00:00:00, 서울 , 전직원 ,서비스/고객지원 
42,디자인 | 전직원 | 서울 | 2019/7/4,잡음이 많음잡음이 많은 잡음 이 많 음 잡음 이 많음 정치질 난무 정치지 난무 라인 위주,카페  위치조건 퇴근 조장 퇴사 조장 모르겠다 자율적인 야근 분위기 카페티리아 구내식당,정치난무 업무 과중 무리한 목표 낙하산 인사 승진기회 부족  처참한 복지,,2.0,2.0,2.0,2.0,2.0,2.0,2019-07-04 00:00:00, 서울 , 전직원 ,디자인 
43,경영/기획/컨설팅 | 현직원 | 서울 | 2019/7/4,이커머스 업계에서 경험할수있는 것들을 모두 경험할수있음,이커머스 대표업계라는 자부심 삼성역으로 출근한다는 자부심  회사 식당있음,수평적인 문화를 지향한다고 하지만 능력없고 꼰대마인드 가진 조직장들이 많음,눈앞에보이는 매출만 보고 사람을 기계처럼 부려먹지 말았으면,2.0,3.0,3.0,3.0,2.0,2.6,2019-07-04 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
44,마케팅/시장조사 | 현직원 | 서울 | 2019/7/3,일반적이 엠디를 생각했다면 완전히 다름 영업이 강제되는 엠디,헬스키핑 사내식당 임직원포인트적립 줄어가는 복지쿠폰 등,압박이 너무 심하고 질서도 없고 체계도 없음 수시로 기조가 바뀌어서 리더들도 뭐가 뭔지 몰라서 다들 혼돈의 카오스 높은 수수료에 과금 광고 영업까지 하면 누가 상품을 저렴하게 팝니까,,3.0,3.0,4.0,2.0,1.0,2.6,2019-07-03 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
45,디자인 | 전직원 | 서울 | 2019/7/3,사회초년생이 첨으로 일하기 좋은곳 일년만 일일히 작업해야되는 불편함,역에서 가까우며 깨끗한 건물 이름만 해도 아는 회사라 대기업느낌,일이 많은데 연봉이 엄청 짜고 건물은 깨끗하지만 거기에 다 못들어 가서 다른건물 이사다니며 살았음,직원들을 챙겨주며 연봉 좀 늘려달라 구린시스템으로 힘들다,2.0,1.0,2.0,3.0,1.0,1.8,2019-07-03 00:00:00, 서울 , 전직원 ,디자인 
46,영업/제휴 | 현직원 | 서울 | 2019/6/28,영업관련직군으로는 입사 비추천 합리적인 대우받을 기대는 안하는게,산업군 자체가 성장성있다는것 삼성역 출구바로앞 접근성굳,비합리의 끝판 정시퇴근을 \일찍\간다고 표현 회사아 스타트업일때에 매몰되어있는 조직장 장기근무자들 때문에 예전에는 말이야  더힘들었어 감사한줄알어라며 비합리적인 업무를 강요,,3.0,2.0,3.0,2.0,1.0,2.2,2019-06-28 00:00:00, 서울 , 현직원 ,영업/제휴 
47,디자인 | 전직원 | 서울 | 2019/6/28,아오지탄광 정말 노동착취의 끝인회사이다 여기졸업하면 모든회사가 좋아보임,좋은컨디션의 업무환경 사내카페 쉼터 저렴한 자판기,장점 써논것을 활용해서 최대한으로 노동력을 뽑아낸다 그것도 능력이긴함,회사 직원도 사람이고 고객이다 최대한 쪽쪽 뽑아내고 버려지는 계약직 파견직 사람들이 세운 회사인데 잘좀 캐어해주고 능력것 급여도 챙겨주면 좋겠다,1.0,1.0,2.0,4.0,2.0,2.0,2019-06-28 00:00:00, 서울 , 전직원 ,디자인 
48,영업/제휴 | 전직원 | 서울 | 2019/6/27,영업압박심하고 맨날 정책이바뀜 이거했다저거했다 체계가 제대로잡혀있지않음,밥이맛있고 식대가 저렴하다 위치가 삼성역에있다 사내카페가 좋다 야근수당잘챙겨줌,젊은꼰대많음 체계없고 이거저거뒤엎어서 힘듦 실적가지고 매일매일 줄세우나 주먹구구식 놀랍게도 이커머스회사인데 erp같은 프로그램예가격비교 실적데이터등 이개발이 제대로안되어있어 엑셀가지고 일일히 자료 정리해야함,,4.0,2.0,2.0,2.0,2.0,2.4,2019-06-27 00:00:00, 서울 , 전직원 ,영업/제휴 
49,영업/제휴 | 전직원 | 서울 | 2019/6/26,부서마다 분위기가 매우 다르지만 어디를 가든 위메프는 위메프구나 라는 생각이 들 수 있음 입사율도 퇴사율도 높음,사원들에 대한 복지가 좋음 구내식장 잘 마련되어있고 복지포인트분기별 컬쳐쿠폰도서쿠폰 지급됨,업무가 매우 비효율적 리소스가 많음 또한 시스템이 너무 자주 바뀌어서 윗선에서도 제대로 이해를 못하고 전달이 되는 경우가 많아서 리소스가 더 많아짐,,1.0,2.0,2.0,3.0,1.0,1.8,2019-06-26 00:00:00, 서울 , 전직원 ,영업/제휴 
50,서비스/고객지원 | 전직원 | 서울 | 2019/6/25,대가리도 사원도 모두가 힘을 합쳐 일을 못하는 회사,회사에 대한 소속감을 느끼게 해 주는 회사 복지를 나름 챙기려고 노력하는 회사,업무가 비효율적이며 사원 모두가 누구를 막론하고 일을 못해 서로가 서로의 똥을 치우기 바쁜 회사 프로모션을 사원들도 제대로 따라가기 힘들어하는 회사,,1.0,1.0,1.0,2.0,1.0,1.2,2019-06-25 00:00:00, 서울 , 전직원 ,서비스/고객지원 
51,IT/인터넷 | 현직원 | 서울 | 2019/6/22,엠디가 짱이고 엠디위주로 돌아가는 회사,연차를 자유롭게 쓸 수 있음 구내식당이 있음 포괄임금제 페지,임원진들의 우유부단함 근무건물이 여기저기 중구난방 인센티브가 없음,직원들의 불만도 귀담아듣고 소통하는 경영진이 되어주세요,5.0,3.0,4.0,3.0,2.0,3.4,2019-06-22 00:00:00, 서울 , 현직원 ,IT/인터넷 
52,IT/인터넷 | 현직원 | 서울 | 2019/6/22,업무강도에따라 대우는 해주는 편 적당히 경력을 쌓기엔 괜찮은 곳 평생직장으로 있기엔 글쎄,복지가 점점 확대되는 분위기 특히 육아관련 복지가 좋음 우수한 교통편,방향성을 잃은 회사정책 복지는 확대되지만 실제로 혜택을 받고있는 사람은,직원들의 목소리를 불만으로만 듣지말고 어느정도 새겨들을 필요성이 있음,3.0,4.0,2.0,3.0,2.0,2.8,2019-06-22 00:00:00, 서울 , 현직원 ,IT/인터넷 
53,경영/기획/컨설팅 | 현직원 | 서울 | 2019/6/19,단순초년생 이나 백수의 경우 첫 직장을 경험하기 좋은곳,브랜드네임으로 주변에서 회사를 아는정도야근수당 및 열정페이가 없음,기존인원보다 경력직을 너무 잘쳐줌 잦은 조직개편 케바케 조직별 차이가심함,기존인원좀 챙겨주시고 지속언급되는 이슈는 철저히확인해서 조치가필요함,2.0,3.0,3.0,4.0,2.0,2.8,2019-06-19 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
54,유통/무역 | 현직원 | 서울 | 2019/6/17,개발 좀 했으면; 쓸데 없는 일까지 손으로 하는 가내수공업 시스템,복지가 좋다 솔직히 진짜 좋다 하지만 그 장점을 가릴 만큼 큰 단점이 있는 회사,시스템 자체가 수기로 하는게 많아서 비효율적 윗 사람들 중에 이상한 권위의식이 있는 사람이 많은데 이 사람들이 대부분 이곳 장기근무자 말 그대로 고인물 모든 팀이 무슨 일에 대한 피드백을 물어보거나 경과를 확인하려고 할 때 미루고 미룬다 연차 사용시 내용을 안 쓰고도 신청할 수 있게는 해주지만 눈치는 줌 모순적인 복지가 굉장히 많음 겉은 번지르르한데 속은 텅 빈 회사 시스템 자체는 티몬보다 구림 작년에 티몬에서 다님,그냥 나는 이 회사랑 안 맞는 것 같아서 바라지도 않음 절이 싫으니 중은 떠나겠슴,1.0,4.0,3.0,1.0,1.0,2.0,2019-06-17 00:00:00, 서울 , 현직원 ,유통/무역 
55,영업/제휴 | 전직원 | 서울 | 2019/6/17,MD로 커리어 쌓기엔 좋으나 동종업계 대비 임금이 낮은 회사,구내식당 가격싸고 괜찮음 MD로써 커리어 쌓기에 좋음 지하철역이랑 가까움,구좌효율 떨어지는데 광고영업 압박 심함 잡업무가 너무 많음 팀장급 정신병자 은근많음 어드민 불편 동종사대비 처우낮음,모든 부분에서 개선이 필요합니다 직원들을 위해서 힘써주세요,4.0,2.0,3.0,3.0,1.0,2.6,2019-06-17 00:00:00, 서울 , 전직원 ,영업/제휴 
56,IT/인터넷 | 전직원 | 서울 | 2019/6/15,일이 너무 많아 힘듬 군대식 문화 오래일하기힘듬,따로 장점은 모르겠음 야근수당은 좋음 사내식당 좋음 회사 접근성 좋음,일이 많음 군대식문화 변하지않은 기업정신 경쟁이치열함 상사 눈치보기,직원들을 위한 기업문화가 필요함 무리한 업무요구 힘듬 사내복지에 힘을 써줬으면 함,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-15 00:00:00, 서울 , 전직원 ,IT/인터넷 
57,서비스/고객지원 | 전직원 | 서울 | 2019/6/14,젊음 갈아서 회사키우는 맛 퇴근이 뭔지 모르고 살게 해주는 회사,프리한 사내문화 대체로 나이대가 어려서 꼰대문화 전혀 없고 인간관계 좋게 유지가능 사람 좋은 맛으로 다니는 회사,미친 업무량 업무량에비해 인원이 적어도 너무 적다 야근은 기본이고 주말근무까지 체력이 남아나질 않음,,4.0,3.0,1.0,5.0,3.0,3.2,2019-06-14 00:00:00, 서울 , 전직원 ,서비스/고객지원 
58,IT/인터넷 | 현직원 | 서울 | 2019/6/12,개판 팀장 중심 파벌 조성 특정사람 바보만드는거 아주 우스움 집단이기주의 잦은 부서이동으로 인수인계 전혀안됨,연차는 쿨하게 보내줌 단 일을 하든 일을 맡기든 해놓고 가야 뒤탈이 없음 야근비지원 이정도임,실력 인성 근본도 없는 놈들이 윗대가리로 잇으면서 한 팀의 장이랍시고 권위를 내세우는 못배운 사람들이 존재함  찍어눌러서 찍어눌린다고 만족해하고 리더십을 발휘햇다고 생각하면 큰 착각인데 그걸 모름  적다보니 기업이 단점이기보다 짱박혀잇는 책임자들이 단점 투성이,인맥으로 데려오지말고 진짜 검증된 사람좀 책임자로 썻으면함,1.0,3.0,3.0,1.0,1.0,1.8,2019-06-12 00:00:00, 서울 , 현직원 ,IT/인터넷 
59,영업/제휴 | 전직원 | 서울 | 2019/6/11,최악의회사 입사한걸 퇴사하고 나서도 후회함,적어도 내가 있었던 파트는 야근은 안하긴 했지만 야근은 팀바팀 이점 말고는 장점이 없다,1말도안되는 개인목표를 어떻게든 달성하게 쥐어짜낸다 2시스템 개발이 안돼 사람을 갈아서 운영하는 시스템 3너 말고도 할 사람 많다는 팀장급들의 발언,,1.0,2.0,1.0,1.0,1.0,1.2,2019-06-11 00:00:00, 서울 , 전직원 ,영업/제휴 
60,영업/제휴 | 현직원 | 서울 | 2019/6/10,겉으로 보기엔 좋은회사 같아 보이나  지인이 이 회사 온다하면 도시락 들고 따라다니면서 말릴회사  고인물은 고일대로 고이고 사원들은 계속 갈아치우는중인 회사,야근비 줌 나름의 복지가 있음 구내식당있음 팀잘만나면 좋음,야근비는 있으나 종종 야근 눈치줌 일을 줄여주지는 않음 겉핥기식복지라 이게 기업의 단점을 이기지 못함 고인물들이 너무 고였음 장기근속한 사람들의 못말리는 애사심덕에 아랫사람들이 피봄 사원들의 희생을 강요함 고인물들때문에 사원들의 줄퇴사  다들 이직생각만함 존중체 ㅇㅇ님 이런거 고인물들에겐 다 필요없는 기업문화임 쓰는걸 못봤음,,3.0,2.0,1.0,2.0,1.0,1.8,2019-06-10 00:00:00, 서울 , 현직원 ,영업/제휴 
61,영업/제휴 | 현직원 | 서울 | 2019/6/6,좋게 말하면 유연하고 대응이 빠른 회사,사내복지 좋음 특히 육아부모나 사회 초년생 복지 좋음 야근수당 따바따박 나옴,탑다운식 전달이 매우 강함 회사 정책이나 방향이 빠르게 바뀌기 때문에 휴가 다녀오면 다른 회사가 되어있음,경쟁사들처럼 어디가서 투자좀 받아왔으면,3.0,4.0,3.0,5.0,3.0,3.6,2019-06-06 00:00:00, 서울 , 현직원 ,영업/제휴 
62,IT/인터넷 | 현직원 | 서울 | 2019/6/6,개발자가 자유롭게 일할 수 있는 분위기 자기계발 의지가 있다면 서포트해주는 회사,연차자유 자유로운 분위기 업무강요없음 공연티켓 무료제공 각종 복지 혜택 많음 반반차 사용가능 각자 의견 자유롭게 제시가 가능하며 상호 존중하는 분위기,분위기는 팀바팀 실바실인듯 팀마다 분위기가 다른데 윗사람에 의해 분위기가 다른듯,자바 버전 업그레이드 고려해주세요복지제도 좋아요,5.0,4.0,5.0,4.0,5.0,4.6,2019-06-06 00:00:00, 서울 , 현직원 ,IT/인터넷 
63,IT/인터넷 | 전직원 | 서울 | 2019/6/4,개발 문화가 중장기 플랜이 어렵다 요새는 좀 늘었지만 23년 주기로 개발 리더들이 바뀜,최근 정보로는 보상 없는 야근이 없고 휴가로 비교적 자유롭게 쓰는것으로 알고 있음,정치가 심하고 그들만의 리그가 있음 정치가 심하니 개발 조직의 리더가 자주 변경됨,업무와 효율 중장기 플랜이 가능한 환경을 만드셨으면 좋겠습니다,3.0,2.0,3.0,3.0,3.0,2.8,2019-06-04 00:00:00, 서울 , 전직원 ,IT/인터넷 
64,마케팅/시장조사 | 전직원 | 서울 | 2019/6/4,소셜커머스 업계가 궁금한 분들은 한번 경험해 볼 수도 있겠으나 들어간다면 지옥을 맛보게 될 것 젊은 사람들이 모여 사내 정치따위 없을 거라고 생각한다면 오산 정말 쓰레기같은 회사,야근식대 제공 지정된 식당에서 카드 찍고 먹을 수 있음 회사가 역에서 아주 가까움 1분거리 회사내 카페에서 저렴하게 이용가능 직원 평균연령대가 낮아 영한 분위기 평균나이 30정도,체계가 없음 회사 로직이 매일 바뀌고 사내규정도 매일 바뀜 업계 1위쟁탈전이 심함 쿠팡 G마켓 등 선두업계 따라잡기 위한 압박 심함 매출압박 정말 심함 경력 이직자들이 많아 융합되는 분위기 없음 따라서 사내 경쟁도 심함 팀장들끼리 싸우는 경우 비일비재,회사의 성장을 위해 직원들 압박하는 만큼 마땅한 급여를 제공할 것,3.0,2.0,1.0,3.0,2.0,2.2,2019-06-04 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
65,유통/무역 | 전직원 | 서울 | 2019/6/4,스타트업 같이 열정적인 회사로 하는 만큼 좋은 실적을 가져올 수 있음,잘하는 사람에게 기회의 회사이며 매년 신장이 기대되는 회사입니다,스타트업으로 너무 치열하다보니 안정적인 느낌을 원하는 분들에게는 다소 어려울 수 있음,상생 임직원의 상생  파트너사와 위메프의 상생  고객과 상생,5.0,3.0,3.0,1.0,1.0,2.6,2019-06-04 00:00:00, 서울 , 전직원 ,유통/무역 
66,영업/제휴 | 현직원 | 서울 | 2019/6/1,나름 인지도있는 온라인 쇼핑몰에서 경험을 쌓음 엠디는 힘들지만 열정이 있다면 할만함,팀원간에 수평적인 문화 야근수당 지급되는것 기혼자 복지가 좋은편,팀별 실별로 분위기가 천차만별임 엠디는 업무량이 많으나 야근 강제는 안함,너무 빠른 변화가 때론 역기능이 더 많다는 점을 알려주고싶다,4.0,4.0,4.0,3.0,2.0,3.4,2019-06-01 00:00:00, 서울 , 현직원 ,영업/제휴 
67,디자인 | 현직원 | 서울 | 2019/5/31,자유로운 분위기와 편안한 복장에서 젊음을 느끼며 일할수 있는곳,연차사용에 비교적 자유롭고 직원들 나이대가 대체적으로 젊다,단순업무의 반복으로 야근이 종종 있다 그래서 디자이너들의 퇴사율이 잦습니다,일한 만큼의 인센티브같은 보상제를 실시했으면 좋겠습니다 전직종,3.0,2.0,3.0,3.0,3.0,2.8,2019-05-31 00:00:00, 서울 , 현직원 ,디자인 
68,영업/제휴 | 전직원 | 서울 | 2019/5/30,고객은 행복하지만 직원은 힘듬 다양한 경험을 할수있습니다,다양한 업무경험을 할수있는곳 인지도가 있어 플레이 하기 좋아요,업무 부담이 많으며 협연이 정말 어려운곳 한가지 업무에 집중을 못함,효율적인 운영이 필요합니다 너무 다른부서랑 협연이 안되요,3.0,4.0,2.0,3.0,5.0,3.4,2019-05-30 00:00:00, 서울 , 전직원 ,영업/제휴 
69,IT/인터넷 | 현직원 | 서울 | 2019/5/30,안정적으로 생계유지를 할수 있는 곳을 찾는다면 추천,안정적으로 일할 수있고 야근이 없음 동종업계 비교 시 괜찮은 복지 일 편함,개인 발전에는 방해요소가 많음 업무 히스토리가 엉망 올드맨고인물이 너무 많음,실력없는 고인물만 골라내도 엄청난 발전이 있을듯합니다,3.0,3.0,4.0,3.0,2.0,3.0,2019-05-30 00:00:00, 서울 , 현직원 ,IT/인터넷 
70,IT/인터넷 | 전직원 | 서울 | 2019/5/30,그냥 엑셀공장 단축키 외워서 복붙하고 저장하고,눈치보지 않고 담배피러 나가고 편의점 가기 가능 이게 장점이라니,바쁠땐 집에도 못가게 함 24시간 근무도 함 뻑하면 야근에 12시 넘어 택시타고 가기 일쑤,그냥 사람 갈아 운영하는 곳 제발 사람 좀 더 뽑으세요 뽑아도 뽑아도 모자라는건 그마큼 도망가니까,2.0,3.0,2.0,3.0,3.0,2.6,2019-05-30 00:00:00, 서울 , 전직원 ,IT/인터넷 
71,영업/제휴 | 현직원 | 서울 | 2019/5/30,도전과 개척정신으로 가득한곳 몸으로 부딪치며 성장하고 싶은사람에게 추천,정신적으로 힘들지만 영업이 다 그렇다 대신 복지가 좋아 성과에 대한 보상은 확실히 돌아오는 편이다,셀러들과 상식적인 파트너쉽을 갖기 어려운 구조 멘탈 부여잡고 매일 정신승리 해야한다 월급날만 기다리며 일함,,4.0,5.0,3.0,3.0,3.0,3.6,2019-05-30 00:00:00, 서울 , 현직원 ,영업/제휴 
72,디자인 | 전직원 | 서울 | 2019/5/24,그냥 이력서에 적을만한 회사 뭔 30자나 적으래,기업 이름이 메리트가 제일 큼 그외엔 딱히 카페가 존재,연차 쓸 때 눈치 많이 줌 연봉협상이 아닌 통보 밥안줌,아직도 사람 부족해도 안뽑고 연봉 협상 잘 안하나요 무작정 굴리는 것 보다 직원 생각도 해주길,3.0,2.0,2.0,2.0,2.0,2.2,2019-05-24 00:00:00, 서울 , 전직원 ,디자인 
73,디자인 | 전직원 | 서울 | 2019/5/23,인사에 대한 이상한 개념을 가진 회사,야근식대처리를 잘해주었고 입사시에 자기가 원하는 장비를 300만원이내로 구입했었습니다 업무환경에 대해서는 꽤 잘 지원해줬습니다,당시에 연봉이 적은 편이었고 중간 관리자급들이 생기기 시작하면서 조직의 불화가 많았습니다,중간 관리자들을 잘 관리했으면 합니다,3.0,3.0,3.0,2.0,2.0,2.6,2019-05-23 00:00:00, 서울 , 전직원 ,디자인 
74,IT/인터넷 | 현직원 | 서울 | 2019/5/22,회사 복지 좋습니다 복지는 점점 좋아지고 있어요 그러나 개별팀별로 또라이들이 간혹 있습니다 회사는 좋으나 또라이들이 설치게 놔두는 부분이 만족하지 못합니다,포괄임금제 페지 복지 위해 노력하는 회사 위메프 이용 혜택 포인트 쿠폰 등,놀고 있는 사람 정말 일 열심히 하는데 대우 못 받은 사람 능력 있는 사람은 퇴사하고 능력 없는 사람만 남는 회사,관리자들에 대한 견제 시스템이 없어서 또라이들을 만나면 힘들어요 상향 평가도 어느정도는 가능하게 해 주세요,4.0,5.0,5.0,4.0,3.0,4.2,2019-05-22 00:00:00, 서울 , 현직원 ,IT/인터넷 
75,경영/기획/컨설팅 | 현직원 | 서울 | 2019/5/21,새로운 일을 배우고 싶다면 오기 좋은 곳 그러나 개발직 외에는 오래있을 회사는 아님,연차 눈치 없음 되려 더 쓰라고 함 복지제도 타사에 비해 많음 젊은 나이대,일이 많은데 사람을 안뽑고 있는 사람으로 굴림 그러다보니 퇴사 잦고 다시 뽑으면 된다는 마인드 시간관리 어려운 회사,직원들의 불만이 많음에도 불구하고 듣는 창구를 마련하지 않는 것,3.0,3.0,3.0,3.0,3.0,3.0,2019-05-21 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
76,영업/제휴 | 현직원 | 서울 | 2019/5/21,버티면 배우는게 있다 시장돌아가는 상황을 이해할수있음,많은상품을 볼수있다 사회초년생이라면 갈만한 회사 임 3년 버티면 뭔들못할까,공정한평가가 이뤄지고있는지 모르겠다 시시때때 바뀌는 판매정책으로 내부인원들 갈피를 못잡음,내실있는 매출이 이뤄질수 있도록 해주세요,3.0,2.0,3.0,1.0,1.0,2.0,2019-05-21 00:00:00, 서울 , 현직원 ,영업/제휴 
77,영업/제휴 | 현직원 | 서울 | 2019/5/15,자신이 능력만있으면 빠른 승진이 가능함,회사 자체가 오픈마인드인것같고 능력이있으면 표출가능한회사이다,개발이 아직 덜되서 할일들이 너무 많고 광고따기 힘ㄷ르다,현재만 보지말고 훗날도 생각해서 광고비보다는 업체와 함께 상생할수 있는 회사를 만들어 나가길,5.0,4.0,5.0,5.0,3.0,4.4,2019-05-15 00:00:00, 서울 , 현직원 ,영업/제휴 
78,영업/제휴 | 전직원 | 서울 | 2019/5/13,젊어서 고생은 사서한다 라는 말이 딱 맞는 회사 개고생이란 개고생은 다하고 퇴사함,연차 눈치 안줌 자유복장 페이퍼워크는없음 같이 일하는 사람들은 정말 좋음 물론 다 팀바이 팀,업무량 과다 광고압박 매출압박 스트레스와 고난의 연속 화장실 갈 시간이 잘 없음 업체들의 한탄과 조직장의 한탄을 다 받아내야함 내가 한탄하면 못하겠으면 니 잘못 이라는 분위기,광고 사업을 해야한다는 것에는 전적으로 동의하나 위메프의 현 위치를 생각하지 못하고 무리한 광고 강매는 좋은 결과로 돌아올 것 같지는 않습니다,5.0,5.0,1.0,3.0,1.0,3.0,2019-05-13 00:00:00, 서울 , 전직원 ,영업/제휴 
79,디자인 | 전직원 | 서울 | 2019/5/13,젊고 발전 가능성 있는 회사지만 아직까지도 체계가 잡혀있지않음,본사 건물 1층에 저렴한 w카페가 있음 한달에 한번 월차를 눈치 안보고 쓸 수 있음 젊은 사람들이 많고 수평적인 분위기를 지향함,변화가 너무 잦고 심함 너무나도 체계가 안잡혀있음 겉으로 보면 수평적인 분위기이지만 젊은 꼰대들이 많음,체계를 좀 잡았으면 좋겠고 직원 대우를 확실하게 해줬으면 함,3.0,4.0,4.0,3.0,2.0,3.2,2019-05-13 00:00:00, 서울 , 전직원 ,디자인 
80,유통/무역 | 현직원 | 서울 | 2019/5/12,다양한 개발환경을 경험하며 일하기 좋은 곳,연차 눈치 안보고 쓸수 있음 분기별로 도서여행 쿠폰 줌 결혼한 사람들에게 혜택이 좋음,근무기간 내 불합리한 일들을 상당히 많이 겪을 수 있음 부적응과는 다르고 텃세라고 해야되는건지 정확히 알수는 없지만 그런것들이 존재함,같이 움직여야 할 일들을 저마다 미루고 넘기고 하는 모습들은 별로 인것 같다,2.0,3.0,3.0,2.0,2.0,2.4,2019-05-12 00:00:00, 서울 , 현직원 ,유통/무역 
81,디자인 | 현직원 | 서울 | 2019/5/11,팀바이팀이겠지만 상식이 통하는 회사 회사 이미지가 관리 안되는 점이 아쉬움,연차 신청시 사유도 작성 안하고 자유로움 다행히도 배너만 만드는 공장 디자이너 아님,타 팀에서 디자인 의식이 너무 없어서 답답하고 그 상황에서 디자이너가 설득하고 개선할 여지는 없어보임,가격이 싼거 좋은데 이제 디자인이나 업무 환경 등 다른 것도 좀 신경썼으면 좋겠습니다,2.0,1.0,4.0,4.0,3.0,2.8,2019-05-11 00:00:00, 서울 , 현직원 ,디자인 
82,영업/제휴 | 현직원 | 서울 | 2019/5/5,연령대가 낮은 편이고 비교적 자유로운 분위기의 회사입니다,자유로운 연차 사용 편한 출퇴근 복장 구내식당 사내카페,업무가 많은 편이고 바쁜 편 갈 수록 업무가 많아지고 있습니다,직원분들의 의견에 조금 더 귀 기울여 주셨으면 좋겠습니다,3.0,3.0,4.0,4.0,3.0,3.4,2019-05-05 00:00:00, 서울 , 현직원 ,영업/제휴 
83,영업/제휴 | 현직원 | 서울 | 2019/5/2,피씨오프제 시행하면서 야근을 최소화함 처음 일배우기에 좋은곳,빠른 트렌드를 파악할수있음 정확함 빠른 스피드를 배울수있음 복지 좋음 연차 활용 비교적 자유로움,업무량이 너무 많음 과도한 개인의 목표량 급여에 비해서 바라는것이 많음,직원들의 목소리를 잘 들어주면 좋겠음 파트너사와 상생하는 회사가 되면 좋겠음,4.0,4.0,3.0,3.0,3.0,3.4,2019-05-02 00:00:00, 서울 , 현직원 ,영업/제휴 
84,마케팅/시장조사 | 현직원 | 서울 | 2019/5/1,그 어떤것보다 실적 우선시 되는 기업,자신의 일을 유동적으로 할 수있다면 자유롭게 연차사용이 가능하고 자잘한 복지제도가 있음,모든게 실적위주고 말도되지 않는 정책을 실행시킬 때가 많음 분위기가 매우 사막함,합리적인 사업정책을 기획하고 실행해 나갔으면 하는 바램,2.0,1.0,3.0,1.0,1.0,1.6,2019-05-01 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
85,마케팅/시장조사 | 전직원 | 서울 | 2019/4/30,사회 초년생으로 MD의 꿈을 조금 가지고 시작 했었는데 과도한 업무로 인하여 건강과 삶을 포기하고 살았던 일에 대한 열정이 가득하신 분들이 다녀야 할듯,자신의 업무가 바쁘다보니 서로 교류하는게 크지 않아서 사람 신경쓰면서 스트레스 받는 건 없었음 워낙 일이 바쁘니 같이 일해도 퇴사할때 인사하면서 얼굴 첨보는 경우도  자기할일만 끝내면 퇴근 이런면에서 약간의 자유로운 분위기 ㅎㅎ;,첫 출근 후 일주일 동안 빼고는 매일 밤늦게 야근했음 막차 놓칠까봐 퇴근 후 아침에 일찍 와서 일하거나 주말에 와서 일했음 업무량이 너무 많았음 인원을 더 채워주고 개인의 업무량 부담을 덜어줬더라면 그나마 사람들이 그만두지 않을것같음,일이 힘드니 끊임 없이 퇴사하는 사람들이 많았음 매출 돈도 중요하지만 사람들이 오래 다닐 수 있는 회사를 만들어야 할듯,3.0,2.0,1.0,3.0,1.0,2.0,2019-04-30 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
86,디자인 | 전직원 | 서울 | 2019/4/30,젊은 사람들이 와서 뼈빠지게 일하는 곳,카페나 복리후생 등은 확실히 좋다 그거 빼고서는 딱히 없는 듯함,위에 적은 거 빼고 전부 다 별로 그리고 야근이 언제나 당연시 되는 마인드 연봉도 매우 적음,사람들이 그만두면 또 구하면 되지라는 마인드가 없기를,1.0,3.0,1.0,1.0,1.0,1.4,2019-04-30 00:00:00, 서울 , 전직원 ,디자인 
87,서비스/고객지원 | 현직원 | 서울 | 2019/4/30,시설은 본사만 좋음 송파센터는 시설이 열악함 분위기가 좋지는 않음 서로서로 말이 많음 커리어를 쌓기에는 부족함이 많다,복지는 정말 좋음 쿠폰 포인트 다양하고 임직원 특가도 많이 실행해서 이득이고 저렴해서 좋다 야근은 거의 없음,팀마다 연차 연봉에 대해서 사용 및 급여가 다다름 고객만족실은 가장 연봉이 낮다고 보기 쉽다 승진보단 관리자로서 올라가기가 굉장히 어려움,,1.0,3.0,3.0,2.0,2.0,2.2,2019-04-30 00:00:00, 서울 , 현직원 ,서비스/고객지원 
88,영업/제휴 | 전직원 | 서울 | 2019/4/29,자유로운 기업문화  수평적인 조직  야근없는 회사 근데 일이 많고 너무 힘듬 Amd 로 들어가면 단순반복적인 업무라 배울게 전혀 없음 업계 경쟁이 너무 심함,복지가 생각보다 좋음 위메프 10적립 도서구입지원 등등등 앞으로 더 좋아질 회사임,Md 와 amd 사이의 벽이 너무 커서 md일 배우고자 입사한다면 비추천합니다 일은 많은데 야근은 못하게 하니 96가 숨쉴틈이 없이 지나감,,3.0,3.0,4.0,5.0,3.0,3.6,2019-04-29 00:00:00, 서울 , 전직원 ,영업/제휴 
